Count of Victims,Age Group,Sex,Method of Killing,Domestic Abuse,Recorded Date,Homicide Offence Type,Solved Status,Borough,Officer Observed Ethnicity
1,25 to 34,Female,Other Methods of Killing,Domestic,Jan-07,Murder,Solved,Newham,Asian
1,0 to 12,Female,"Pysical Assualt, no weapon",Domestic,Jan-07,Murder,Solved,Newham,Asian
1,0 to 12,Female,"Pysical Assualt, no weapon",Domestic,Jan-07,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Mar-07,Murder,Solved,Newham,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Mar-07,Murder, Unsolved ,Newham,Black
1,35 to 44,Male,Knife or Sharp Implement,Domestic,Apr-07,Murder,Solved,Newham,Asian
1,25 to 34,Female,Other Methods of Killing,Domestic,Apr-07,Murder,Solved,Newham,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jun-07,Murder,Solved,Newham,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Jun-07,Murder,Solved,Newham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Aug-07,Murder, Unsolved ,Newham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Oct-07,Murder,Solved,Newham,Asian
1,13 to 19,Male,"Pysical Assualt, no weapon",Not Domestic,Nov-07,Murder,Solved,Newham,Black
1,35 to 44,Female,"Pysical Assualt, no weapon",Domestic,Nov-07,Murder,Solved,Newham,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic,May-07,Manslaughter,Solved,Havering,White
1,35 to 44,Male,Shooting,Not Domestic,Jun-07,Murder,Solved,Havering,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Jun-07,Murder,Solved,Havering,White
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Nov-07,Murder,Solved,Havering,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic,May-07,Murder,Solved,Westminster,Asian
1,20 to 24,Male,Other Methods of Killing,Not Domestic,Sep-07,Murder,Solved,Westminster,Black
1,20 to 24,Male,Shooting,Not Domestic,Mar-07,Murder, Unsolved ,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Mar-07,Murder,Solved,Hammersmith & Fulham,Black
1,45 to 54,Male,Knife or Sharp Implement,Domestic,Jun-07,Murder,Solved,Hammersmith & Fulham,White
1,45 to 54,Male,Shooting,Not Domestic,Jul-07,Murder,Solved,Hammersmith & Fulham,Black
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic,Aug-07,Murder,Solved,Hammersmith & Fulham,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Sep-07,Murder,Solved,Hammersmith & Fulham,White
1,25 to 34,Male,Knife or Sharp Implement,Domestic,Feb-07,Murder,Solved,Westminster,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Apr-07,Murder,Solved,Westminster,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jan-07,Murder,Solved,Westminster,Black
1,55 to 64,Male,"Pysical Assualt, no weapon",Not Domestic,Nov-07,Manslaughter,Solved,Westminster,White
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Jan-08,Manslaughter,Solved,Wandsworth,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Feb-08,Murder,Solved,Wandsworth,White
1,20 to 24,Female,Knife or Sharp Implement,Domestic,Aug-08,Murder,Solved,Wandsworth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Nov-08,Murder, Unsolved ,Wandsworth,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Dec-08,Murder, Unsolved ,Wandsworth,White
1,25 to 34,Female,Other Methods of Killing,Not Domestic,Feb-08,Manslaughter,Solved,Hounslow,White
1,25 to 34,Female,Not known/Not Recorded,Not Domestic,Oct-08,Manslaughter, Unsolved ,Hounslow,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Oct-08,Murder,Solved,Hounslow,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Feb-08,Murder,Solved,Hillingdon,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Oct-08,Murder,Solved,Ealing,White
1,35 to 44,Male,"Pysical Assualt, no weapon",Not Domestic,Nov-08,Murder,Solved,Hillingdon,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Jan-08,Murder,Solved,Lambeth,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jan-08,Murder,Solved,Lambeth,Other
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Mar-08,Murder,Solved,Lambeth,White
1,13 to 19,Male,Shooting,Not Domestic,Mar-08,Murder, Unsolved ,Lambeth,Black
1,25 to 34,Female,Other Methods of Killing,Not Domestic,May-08,Murder,Solved,Lambeth,Black
1,13 to 19,Female,Knife or Sharp Implement,Not Domestic,Jun-08,Murder,Solved,Lambeth,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Lambeth,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Aug-08,Murder,Solved,Lambeth,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Sep-08,Murder, Unsolved ,Lambeth,Black
1,20 to 24,Male,Shooting,Not Domestic,Oct-08,Murder, Unsolved ,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Oct-08,Murder,Solved,Lambeth,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic,Nov-08,Murder, Unsolved ,Lambeth,White
1,25 to 34,Male,Shooting,Not Domestic,Dec-08,Murder,Solved,Lambeth,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jan-08,Murder,Solved,Merton,White
1,55 to 64,Female,"Pysical Assualt, no weapon",Not Domestic,Feb-08,Murder,Solved,Merton,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Feb-08,Murder,Solved,Merton,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic,Apr-08,Murder,Solved,Merton,Asian
1,55 to 64,Male,"Pysical Assualt, no weapon",Not Domestic,Jun-08,Murder,Solved,Merton,White
1,55 to 64,Male,Shooting,Domestic,Jan-08,Murder,Solved,Brent,White
1,35 to 44,Male,Blunt Implement,Not Domestic,Mar-08,Murder,Solved,Brent,White
1,65 and over,Male,"Pysical Assualt, no weapon",Not Domestic,Mar-08,Murder, Unsolved ,Brent,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Apr-08,Murder,Solved,Brent,White
1,25 to 34,Male,Shooting,Not Domestic,Apr-08,Murder,Solved,Brent,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,May-08,Murder,Solved,Brent,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Jun-08,Murder,Solved,Brent,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Nov-08,Murder,Solved,Brent,Asian
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Mar-08,Murder,Solved,Harrow,White
1,35 to 44,Male,"Pysical Assualt, no weapon",Not Domestic,Jun-08,Murder,Solved,Brent,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Feb-08,Murder,Solved,Camden,White
1,13 to 19,Male,Shooting,Not Domestic,May-08,Murder,Solved,Camden,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jan-08,Murder,Solved,Barnet,White
1,65 and over,Female,Knife or Sharp Implement,Domestic,May-08,Murder,Solved,Barnet,Black
1,25 to 34,Male,"Pysical Assualt, no weapon",Not Domestic,May-08,Murder,Solved,Barnet,White
1,25 to 34,Male,Shooting,Not Domestic,Oct-08,Murder,Solved,Barnet,Other
1,13 to 19,Male,Blunt Implement,Not Domestic,Jan-08,Murder,Solved,Ealing,Black
1,55 to 64,Male,Knife or Sharp Implement,Domestic,Aug-08,Murder,Solved,Ealing,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Sep-08,Murder,Solved,Ealing,Black
1,35 to 44,Female,"Pysical Assualt, no weapon",Domestic,Oct-08,Murder,Solved,Ealing,Asian
1,20 to 24,Male,Shooting,Not Domestic,Nov-08,Murder,Solved,Ealing,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Jan-08,Murder,Solved,Islington,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Mar-08,Manslaughter,Solved,Islington,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Jun-08,Murder,Solved,Islington,Black
1,20 to 24,Female,Knife or Sharp Implement,Domestic,Jun-08,Murder,Solved,Islington,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jun-08,Murder,Solved,Islington,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Islington,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Jul-08,Murder,Solved,Islington,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Sep-08,Murder,Solved,Islington,Black
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Nov-08,Murder,Solved,Islington,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,May-08,Murder,Solved,Haringey,White
1,35 to 44,Male,"Pysical Assualt, no weapon",Not Domestic,May-08,Murder,Solved,Haringey,White
1,25 to 34,Female,Shooting,Not Domestic,May-08,Murder, Unsolved ,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Haringey,White
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Mar-08,Murder,Solved,Southwark,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,May-08,Murder,Solved,Southwark,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,May-08,Murder,Solved,Southwark,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jun-08,Murder,Solved,Southwark,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Southwark,White
1,25 to 34,Female,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Southwark,White
1,35 to 44,Female,Other Methods of Killing,Domestic,Aug-08,Murder,Solved,Southwark,White
1,13 to 19,Male,Shooting,Not Domestic,Aug-08,Murder,Solved,Southwark,Black
1,20 to 24,Male,Shooting,Not Domestic,Aug-08,Murder, Unsolved ,Southwark,Black
1,45 to 54,Female,Knife or Sharp Implement,Domestic,Sep-08,Murder,Solved,Southwark,Black
1,45 to 54,Female,"Pysical Assualt, no weapon",Not Domestic,Sep-08,Murder,Solved,Southwark,White
1,20 to 24,Male,Shooting,Not Domestic,Oct-08,Murder,Solved,Southwark,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Dec-08,Murder,Solved,Southwark,White
1,13 to 19,Male,Blunt Implement,Not Domestic,May-08,Murder,Solved,Lewisham,White
1,20 to 24,Male,Blunt Implement,Not Domestic,Jun-08,Murder,Solved,Lewisham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jun-08,Murder,Solved,Lewisham,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jun-08,Murder,Solved,Lewisham,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Dec-08,Murder,Solved,Lewisham,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic,Sep-08,Manslaughter,Solved,Bromley,White
1,20 to 24,Male,Other Methods of Killing,Not Domestic,Sep-08,Manslaughter,Solved,Bromley,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Feb-08,Murder,Solved,Greenwich,Black
1,35 to 44,Male,"Pysical Assualt, no weapon",Not Domestic,Apr-08,Manslaughter,Solved,Greenwich,White
1,13 to 19,Female,Other Methods of Killing,Not Domestic,May-08,Manslaughter,Solved,Greenwich,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic,May-08,Murder,Solved,Greenwich,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Oct-08,Murder,Solved,Greenwich,White
1,25 to 34,Male,"Pysical Assualt, no weapon",Not Domestic,Nov-08,Murder,Solved,Greenwich,White
1,25 to 34,Female,Knife or Sharp Implement,Domestic,Feb-08,Murder,Solved,Croydon,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Croydon,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Aug-08,Murder,Solved,Croydon,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Sep-08,Murder,Solved,Croydon,Black
1,20 to 24,Male,Shooting,Not Domestic,Nov-08,Murder, Unsolved ,Croydon,Black
1,35 to 44,Male,"Pysical Assualt, no weapon",Not Domestic,Nov-08,Manslaughter,Solved,Croydon,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jan-08,Murder,Solved,Bexley,White
1,35 to 44,Male,Knife or Sharp Implement,Domestic,Apr-08,Murder,Solved,Bexley,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,May-08,Murder,Solved,Bexley,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Oct-08,Murder,Solved,Bexley,Not Reported/Not known
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Dec-08,Murder,Solved,Bexley,Not Reported/Not known
1,0 to 12,Male,Knife or Sharp Implement,Not Domestic,May-08,Murder,Solved,Sutton,Asian
1,0 to 12,Female,Knife or Sharp Implement,Not Domestic,May-08,Murder,Solved,Sutton,Asian
1,65 and over,Male,Not known/Not Recorded,Not Domestic,Sep-08,Murder,Solved,Sutton,White
1,25 to 34,Male,Blunt Implement,Not Domestic,Apr-08,Murder,Solved,Tower Hamlets,Black
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Jun-08,Murder,Solved,Ealing,Asian
1,20 to 24,Female,Not known/Not Recorded,Domestic,Jul-08,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Tower Hamlets,White
1,35 to 44,Male,Shooting,Not Domestic,Jul-08,Murder,Solved,Tower Hamlets,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic,Aug-08,Murder,Solved,Tower Hamlets,Asian
1,65 and over,Male,"Pysical Assualt, no weapon",Not Domestic,Dec-08,Murder,Solved,Tower Hamlets,White
1,20 to 24,Male,Shooting,Not Domestic,Mar-08,Murder, Unsolved ,Redbridge,Asian
1,65 and over,Male,Knife or Sharp Implement,Not Domestic,Apr-08,Murder,Solved,Redbridge,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Nov-08,Murder,Solved,Redbridge,Asian
1,25 to 34,Female,Not known/Not Recorded,Not Domestic,Nov-08,Murder,Solved,Redbridge,White
1,45 to 54,Male,Knife or Sharp Implement,Domestic,Mar-08,Murder,Solved,Hackney,White
1,25 to 34,Male,Blunt Implement,Domestic,Mar-08,Murder,Solved,Hackney,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Mar-08,Murder,Solved,Hackney,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Mar-08,Murder,Solved,Hackney,Black
1,65 and over,Female,Knife or Sharp Implement,Domestic,Apr-08,Murder,Solved,Hackney,Black
1,25 to 34,Female,Not known/Not Recorded,Not Domestic,Jul-08,Murder,Solved,Hackney,Not Reported/Not known
1,35 to 44,Male,Blunt Implement,Not Domestic,Jul-08,Murder,Solved,Hackney,Asian
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Aug-08,Murder,Solved,Ealing,Black
1,65 and over,Female,Not known/Not Recorded,Not Domestic,Mar-08,Murder,Solved,Waltham Forest,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Apr-08,Murder,Solved,Waltham Forest,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Waltham Forest,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Waltham Forest,Black
1,35 to 44,Male,Other Methods of Killing,Not Domestic,Aug-08,Murder,Solved,Ealing,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Aug-08,Murder,Solved,Waltham Forest,Black
1,35 to 44,Female,Not known/Not Recorded,Not Domestic,Aug-08,Murder,Solved,Waltham Forest,White
1,45 to 54,Female,"Pysical Assualt, no weapon",Not Domestic,Oct-08,Murder,Solved,Waltham Forest,Asian
1,45 to 54,Male,"Pysical Assualt, no weapon",Not Domestic,Apr-08,Murder,Solved,Barking & Dagenham,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jan-08,Murder,Solved,Enfield,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jan-08,Murder,Solved,Enfield,Black
1,13 to 19,Male,Blunt Implement,Not Domestic,Mar-08,Murder,Solved,Enfield,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Mar-08,Murder,Solved,Enfield,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Apr-08,Murder,Solved,Enfield,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Jun-08,Murder,Solved,Enfield,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Jul-08,Murder,Solved,Enfield,Black
1,45 to 54,Female,"Pysical Assualt, no weapon",Domestic,Nov-08,Murder,Solved,Ealing,White
1,35 to 44,Male,"Pysical Assualt, no weapon",Not Domestic,Dec-08,Murder,Solved,Enfield,White
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Feb-08,Murder,Solved,Newham,Black
1,55 to 64,Female,"Pysical Assualt, no weapon",Not Domestic,Feb-08,Murder, Unsolved ,Newham,White
1,35 to 44,Female,Blunt Implement,Domestic,Jul-08,Murder,Solved,Newham,Asian
1,45 to 54,Male,Shooting,Not Domestic,Aug-08,Murder,Solved,Newham,Black
1,20 to 24,Female,Knife or Sharp Implement,Not Domestic,Sep-08,Murder,Solved,Newham,Asian
1,65 and over,Female,"Pysical Assualt, no weapon",Domestic,Jun-08,Murder,Solved,Havering,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Mar-08,Murder,Solved,Westminster,Other
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Jul-08,Manslaughter,Solved,Westminster,White
1,20 to 24,Male,Shooting,Not Domestic,Dec-08,Murder,Solved,Hammersmith & Fulham,Black
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Feb-08,Murder,Solved,Westminster,Asian
1,20 to 24,Male,Other Methods of Killing,Not Domestic,Apr-08,Murder,Solved,Westminster,Asian
1,25 to 34,Male,Other Methods of Killing,Not Domestic,Aug-08,Manslaughter,Solved,Westminster,White
1,20 to 24,Female,Other Methods of Killing,Not Domestic,Mar-08,Murder, Unsolved ,Westminster,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,May-08,Murder,Solved,Westminster,Black
1,65 and over,Male,Knife or Sharp Implement,Domestic,Apr-09,Murder,Solved,Wandsworth,White
1,20 to 24,Male,Shooting,Not Domestic,May-09,Murder,Solved,Wandsworth,Black
1,65 and over,Male,"Pysical Assualt, no weapon",Domestic,May-09,Murder,Solved,Wandsworth,Black
1,13 to 19,Female,Other Methods of Killing,Not Domestic,Jun-09,Murder,Solved,Wandsworth,Asian
1,20 to 24,Female,Other Methods of Killing,Not Domestic,Jun-09,Murder,Solved,Wandsworth,Asian
1,65 and over,Male,"Pysical Assualt, no weapon",Not Domestic,Sep-09,Murder,Solved,Wandsworth,Asian
1,35 to 44,Male,Knife or Sharp Implement,Not Domestic,Jul-09,Murder,Solved,Kingston Upon Thames,Asian
1,35 to 44,Male,Other Methods of Killing,Domestic,Jan-09,Murder,Solved,Hounslow,Asian
1,20 to 24,Female,"Pysical Assualt, no weapon",Domestic,Feb-09,Murder,Solved,Hounslow,Asian
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,May-09,Murder,Solved,Hillingdon,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Aug-09,Murder,Solved,Hillingdon,White
1,55 to 64,Female,Knife or Sharp Implement,Domestic,Jan-09,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Blunt Implement,Not Domestic,Jan-09,Murder,Solved,Lambeth,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Apr-09,Murder,Solved,Lambeth,Black
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jun-09,Murder,Solved,Lambeth,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Aug-09,Murder,Solved,Lambeth,Black
1,20 to 24,Male,Shooting,Not Domestic,Sep-09,Murder,Solved,Lambeth,Black
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Oct-09,Murder,Solved,Lambeth,White
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Oct-09,Murder,Solved,Lambeth,White
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Feb-09,Murder,Solved,Merton,Asian
1,25 to 34,Male,Knife or Sharp Implement,Not Domestic,Jan-09,Murder,Solved,Brent,White
1,25 to 34,Male,Shooting,Not Domestic,Feb-09,Murder,Solved,Brent,Black
1,25 to 34,Male,Other Methods of Killing,Not Domestic,May-09,Murder,Solved,Brent,Black
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Jul-09,Murder,Solved,Brent,White
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Nov-09,Murder,Solved,Brent,Black
1,45 to 54,Male,Other Methods of Killing,Not Domestic,Dec-09,Manslaughter,Solved,Brent,Asian
1,65 and over,Female,Other Methods of Killing,Not Domestic,Jan-09,Murder, Unsolved ,Harrow,White
1,13 to 19,Male,Knife or Sharp Implement,Not Domestic,Feb-09,Murder,Solved,Harrow,Asian
1,35 to 44,Female,Knife or Sharp Implement,Domestic,Oct-09,Murder,Solved,Harrow,White
1,13 to 19,Male,Other Methods of Killing,Not Domestic,Nov-09,Manslaughter,Solved,Harrow,Asian
1,45 to 54,Female,"Pysical Assualt, no weapon",Domestic,Mar-09,Murder,Solved,Camden,White
1,25 to 34,Female,"Pysical Assualt, no weapon",Not Domestic,Nov-09,Murder,Solved,Camden,Black
1,35 to 44,Female,Not known/Not Recorded,Domestic,Sep-09,Murder,Solved,Lewisham,Asian
1,55 to 64,Male,Not known/Not Recorded,Not Domestic,Oct-09,Murder,Solved,Barnet,Black
1,45 to 54,Male,Knife or Sharp Implement,Not Domestic,Mar-09,Murder, Unsolved ,Ealing,Black
1,25 to 34,Female,Knife or Sharp Implement,Domestic,Nov-09,Murder,Solved,Ealing,Asian
1,45 to 54,Male,Other Methods of Killing,Not Domestic,Dec-09,Murder,Solved,Ealing,White
1,45 to 54,Male,Shooting,Not Domestic,Mar-09,Murder,Solved,Islington,White
1,55 to 64,Male,Knife or Sharp Implement,Not Domestic,Jul-09,Murder,Solved,Islington,White
1,0 to 12,Male,Other Methods of Killing,Not Domestic,Jul-09,Murder,Solved,Islington,Black
1,25 to 34,Male,Shooting,Not Domestic,Feb-09,Murder,Solved,Haringey,Black
1,20 to 24,Male,Knife or Sharp Implement,Not Domestic,Mar-09,Murder,Solved,Haringey,White
1,13 to 19,Male,Shooting,Not Domestic,Mar-09,Murder,Solved,Haringey,Black
1,35 to 44,Male,Knife or Sharp Implement,Domestic,May-09,Murder,Solved,Haringey,Black
1,55 to 64,Male,Other Methods of Killing,Not Domestic,May-09,Manslaughter,Solved,Haringey,Black
